,Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special,year
10536,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Levi Eshkol,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10537,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Moshe Dayan,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10538,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Yitzhak Rabin,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10539,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Uzi Narkiss,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10540,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Mordechai Gur,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10541,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Israel Tal,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10542,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Mordechai Hod,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10543,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Yeshayahu Gavish,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10544,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Ariel Sharon,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10545,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Ezer Weizman,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10546,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Shlomo Erell,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10547,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,David Elazar,"Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed","50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed",L,V,264000,800,,,300,,1967
10548,Sixth_Battle_of_the_Isonzo,6 August – 17 August 1916,"Gorizia - Doberdò del Lago, Italy; Opatje Selo & northwestern Karst, Slovenia","Italian victory, conquest of Gorizia",Luigi Cadorna,9 divisions,22 divisions,L,V,1,,,,,,1916
10549,Sixth_Battle_of_the_Isonzo,6 August – 17 August 1916,"Gorizia - Doberdò del Lago, Italy; Opatje Selo & northwestern Karst, Slovenia","Italian victory, conquest of Gorizia",Luigi Capello,9 divisions,22 divisions,L,V,1,,,,,,1916
10550,Sixth_Battle_of_the_Isonzo,6 August – 17 August 1916,"Gorizia - Doberdò del Lago, Italy; Opatje Selo & northwestern Karst, Slovenia","Italian victory, conquest of Gorizia","Prince Emanuele Filiberto, Duke of Aosta",9 divisions,22 divisions,L,V,1,,,,,,1916
10551,Sixth_Battle_of_the_Isonzo,6 August – 17 August 1916,"Gorizia - Doberdò del Lago, Italy; Opatje Selo & northwestern Karst, Slovenia","Italian victory, conquest of Gorizia",Svetozar Boroević,22 divisions,9 divisions,R,D,1,,,,,,1916
10552,Soviet_invasion_of_Manchuria,9–20 August 1945,"Manchuria/Manchukuo, Inner Mongolia/Mengjiang, and north of Korea","Decisive Soviet and Mongolian victory;

Contribution to Japanese surrender
Liberation of Manchuria, Inner Mongolia and northern Korea, and collapse of Japanese puppet states there
Partition of the Korean Penninsula",Aleksandr Vasilevsky,"Japan:
713,729 troops[1][3][4]
5,360 artillery
1,155 tanks
1,800 aircraft
1,215 armored vehicles
Manchukuo:
170,000 troops
Mengjiang:
44,000 troops","Soviet Union:
1,577,725 troops[3]
27,086 artillery pieces
1,152 rocket launchers
5,556 tanks and self-propelled guns
3,721 aircraft
Mongolia:
16,000 troops",L,V,1593725,5556,27086,,3721,,1945
10553,Soviet_invasion_of_Manchuria,9–20 August 1945,"Manchuria/Manchukuo, Inner Mongolia/Mengjiang, and north of Korea","Decisive Soviet and Mongolian victory;

Contribution to Japanese surrender
Liberation of Manchuria, Inner Mongolia and northern Korea, and collapse of Japanese puppet states there
Partition of the Korean Penninsula",Otozō Yamada,"Soviet Union:
1,577,725 troops[3]
27,086 artillery pieces
1,152 rocket launchers
5,556 tanks and self-propelled guns
3,721 aircraft
Mongolia:
16,000 troops","Japan:
713,729 troops[1][3][4]
5,360 artillery
1,155 tanks
1,800 aircraft
1,215 armored vehicles
Manchukuo:
170,000 troops
Mengjiang:
44,000 troops",R,D,928000,2370,,,1800,,1945
10554,Soviet_invasion_of_Manchuria,9–20 August 1945,"Manchuria/Manchukuo, Inner Mongolia/Mengjiang, and north of Korea","Decisive Soviet and Mongolian victory;

Contribution to Japanese surrender
Liberation of Manchuria, Inner Mongolia and northern Korea, and collapse of Japanese puppet states there
Partition of the Korean Penninsula",Zhang Jinghui,"Soviet Union:
1,577,725 troops[3]
27,086 artillery pieces
1,152 rocket launchers
5,556 tanks and self-propelled guns
3,721 aircraft
Mongolia:
16,000 troops","Japan:
713,729 troops[1][3][4]
5,360 artillery
1,155 tanks
1,800 aircraft
1,215 armored vehicles
Manchukuo:
170,000 troops
Mengjiang:
44,000 troops",R,D,928000,2370,,,1800,,1945
10555,Spanish Armada,July–August 1588,North-west Europe,"Decisive Spanish defeat[1][2][3]

Militarily indecisive[4][5][6]
Spanish invasion failure[7][8]
Protestant propaganda victory[9][10]","Charles Howard, 1st Earl of Nottingham","22 galleons of Portugal and Castile,
108 armed merchant vessels (including 4 war galleasses of Naples)[12]","34 warships[11]
163 armed merchant vessels
(30 over 200 tons)[11]
30 flyboats",L,V,,,,127,,,1588
10556,Spanish Armada,July–August 1588,North-west Europe,"Decisive Spanish defeat[1][2][3]

Militarily indecisive[4][5][6]
Spanish invasion failure[7][8]
Protestant propaganda victory[9][10]",Francis Drake,"22 galleons of Portugal and Castile,
108 armed merchant vessels (including 4 war galleasses of Naples)[12]","34 warships[11]
163 armed merchant vessels
(30 over 200 tons)[11]
30 flyboats",L,V,,,,127,,,1588
10557,Spanish Armada,July–August 1588,North-west Europe,"Decisive Spanish defeat[1][2][3]

Militarily indecisive[4][5][6]
Spanish invasion failure[7][8]
Protestant propaganda victory[9][10]",John Hawkins (naval commander),"22 galleons of Portugal and Castile,
108 armed merchant vessels (including 4 war galleasses of Naples)[12]","34 warships[11]
163 armed merchant vessels
(30 over 200 tons)[11]
30 flyboats",L,V,,,,127,,,1588
10558,Spanish Armada,July–August 1588,North-west Europe,"Decisive Spanish defeat[1][2][3]

Militarily indecisive[4][5][6]
Spanish invasion failure[7][8]
Protestant propaganda victory[9][10]",Justinus van Nassau,"22 galleons of Portugal and Castile,
108 armed merchant vessels (including 4 war galleasses of Naples)[12]","34 warships[11]
163 armed merchant vessels
(30 over 200 tons)[11]
30 flyboats",L,V,,,,127,,,1588
10559,Spanish Armada,July–August 1588,North-west Europe,"Decisive Spanish defeat[1][2][3]

Militarily indecisive[4][5][6]
Spanish invasion failure[7][8]
Protestant propaganda victory[9][10]","Alonso Pérez de Guzmán, 7th Duke of Medina Sidonia","34 warships[11]
163 armed merchant vessels
(30 over 200 tons)[11]
30 flyboats","22 galleons of Portugal and Castile,
108 armed merchant vessels (including 4 war galleasses of Naples)[12]",R,D,,,,130,,,1588
10560,Spanish Armada,July–August 1588,North-west Europe,"Decisive Spanish defeat[1][2][3]

Militarily indecisive[4][5][6]
Spanish invasion failure[7][8]
Protestant propaganda victory[9][10]",Juan Martínez de Recalde,"34 warships[11]
163 armed merchant vessels
(30 over 200 tons)[11]
30 flyboats","22 galleons of Portugal and Castile,
108 armed merchant vessels (including 4 war galleasses of Naples)[12]",R,D,,,,130,,,1588
10561,Spanish Armada,July–August 1588,North-west Europe,"Decisive Spanish defeat[1][2][3]

Militarily indecisive[4][5][6]
Spanish invasion failure[7][8]
Protestant propaganda victory[9][10]","Alexander Farnese, Duke of Parma","34 warships[11]
163 armed merchant vessels
(30 over 200 tons)[11]
30 flyboats","22 galleons of Portugal and Castile,
108 armed merchant vessels (including 4 war galleasses of Naples)[12]",R,D,,,,130,,,1588
10562,St._Clair's_Defeat,"November 4, 1791","Near present-day Fort Recovery, Ohio
Near 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628Coordinates: 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628",Decisive Native American victory,Little Turtle,"1,000","1,100",L,V,1100,,,,,,1791
10563,St._Clair's_Defeat,"November 4, 1791","Near present-day Fort Recovery, Ohio
Near 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628Coordinates: 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628",Decisive Native American victory,Blue Jacket,"1,000","1,100",L,V,1100,,,,,,1791
10564,St._Clair's_Defeat,"November 4, 1791","Near present-day Fort Recovery, Ohio
Near 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628Coordinates: 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628",Decisive Native American victory,Buckongahelas,"1,000","1,100",L,V,1100,,,,,,1791
10565,St._Clair's_Defeat,"November 4, 1791","Near present-day Fort Recovery, Ohio
Near 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628Coordinates: 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628",Decisive Native American victory,Arthur St. Clair,"1,100","1,000",R,D,1000,,,,,,1791
10566,St._Clair's_Defeat,"November 4, 1791","Near present-day Fort Recovery, Ohio
Near 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628Coordinates: 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628",Decisive Native American victory,Richard Butler (general),"1,100","1,000",R,D,1000,,,,,,1791
10567,St._Clair's_Defeat,"November 4, 1791","Near present-day Fort Recovery, Ohio
Near 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628Coordinates: 40°21′26″N 84°45′46″W﻿ / ﻿40.3571°N 84.7628°W﻿ / 40.3571; -84.7628",Decisive Native American victory,William Darke,"1,100","1,000",R,D,1000,,,,,,1791
10568,St._James's_Day_Battle,"25 July (Julian calendar) or 4 August (Gregorian calendar), 1666","near North Foreland, England",English Victory,Prince Rupert of the Rhine,"89 ships, plus 20 fireships and 9 yachts","90 ships, plus 16 fireships",L,V,,,,106,,,1666
10569,St._James's_Day_Battle,"25 July (Julian calendar) or 4 August (Gregorian calendar), 1666","near North Foreland, England",English Victory,"George Monck, 1st Duke of Albemarle","89 ships, plus 20 fireships and 9 yachts","90 ships, plus 16 fireships",L,V,,,,106,,,1666
10570,St._James's_Day_Battle,"25 July (Julian calendar) or 4 August (Gregorian calendar), 1666","near North Foreland, England",English Victory,Michiel de Ruyter,"90 ships, plus 16 fireships","89 ships, plus 20 fireships and 9 yachts",R,D,,,,118,,,1666
10571,Suez_Crisis,"29 October 1956 (1956-10-29) – 7 November 1956 (1956-11-07)
(1 week and 2 days)
(Sinai under Israeli occupation until March 1957)",Gaza Strip and Egypt (Sinai and Suez Canal zone),"Coalition military victory;[1][2][3]
Egyptian political victory[1]

Anglo-French withdrawal following international pressure (December 1956)
Israeli occupation of Sinai (until March 1957)
UNEF deployment in Sinai[4]
Straits of Tiran re-opened to Israeli shipping
Resignation of Anthony Eden as British Prime Minister, end of Britain's role as a superpower[5][6][7]
Guy Mollet's position as French Prime Minister heavily damaged",Gamal Abdel Nasser,"175,000
 45,000
 34,000","300,000[8]",R,D,300000,,,,,,1956
10572,Suez_Crisis,"29 October 1956 (1956-10-29) – 7 November 1956 (1956-11-07)
(1 week and 2 days)
(Sinai under Israeli occupation until March 1957)",Gaza Strip and Egypt (Sinai and Suez Canal zone),"Coalition military victory;[1][2][3]
Egyptian political victory[1]

Anglo-French withdrawal following international pressure (December 1956)
Israeli occupation of Sinai (until March 1957)
UNEF deployment in Sinai[4]
Straits of Tiran re-opened to Israeli shipping
Resignation of Anthony Eden as British Prime Minister, end of Britain's role as a superpower[5][6][7]
Guy Mollet's position as French Prime Minister heavily damaged",Abdel Hakim Amer,"175,000
 45,000
 34,000","300,000[8]",R,D,300000,,,,,,1956
10573,Suez_Crisis,"29 October 1956 (1956-10-29) – 7 November 1956 (1956-11-07)
(1 week and 2 days)
(Sinai under Israeli occupation until March 1957)",Gaza Strip and Egypt (Sinai and Suez Canal zone),"Coalition military victory;[1][2][3]
Egyptian political victory[1]

Anglo-French withdrawal following international pressure (December 1956)
Israeli occupation of Sinai (until March 1957)
UNEF deployment in Sinai[4]
Straits of Tiran re-opened to Israeli shipping
Resignation of Anthony Eden as British Prime Minister, end of Britain's role as a superpower[5][6][7]
Guy Mollet's position as French Prime Minister heavily damaged",David Ben-Gurion,"300,000[8]","175,000
 45,000
 34,000",L,V,254000,,,,,,1956
10574,Suez_Crisis,"29 October 1956 (1956-10-29) – 7 November 1956 (1956-11-07)
(1 week and 2 days)
(Sinai under Israeli occupation until March 1957)",Gaza Strip and Egypt (Sinai and Suez Canal zone),"Coalition military victory;[1][2][3]
Egyptian political victory[1]

Anglo-French withdrawal following international pressure (December 1956)
Israeli occupation of Sinai (until March 1957)
UNEF deployment in Sinai[4]
Straits of Tiran re-opened to Israeli shipping
Resignation of Anthony Eden as British Prime Minister, end of Britain's role as a superpower[5][6][7]
Guy Mollet's position as French Prime Minister heavily damaged",Moshe Dayan,"300,000[8]","175,000
 45,000
 34,000",L,V,254000,,,,,,1956
10575,Suez_Crisis,"29 October 1956 (1956-10-29) – 7 November 1956 (1956-11-07)
(1 week and 2 days)
(Sinai under Israeli occupation until March 1957)",Gaza Strip and Egypt (Sinai and Suez Canal zone),"Coalition military victory;[1][2][3]
Egyptian political victory[1]

Anglo-French withdrawal following international pressure (December 1956)
Israeli occupation of Sinai (until March 1957)
UNEF deployment in Sinai[4]
Straits of Tiran re-opened to Israeli shipping
Resignation of Anthony Eden as British Prime Minister, end of Britain's role as a superpower[5][6][7]
Guy Mollet's position as French Prime Minister heavily damaged",Asaf Simhoni,"300,000[8]","175,000
 45,000
 34,000",L,V,254000,,,,,,1956
